latitude,longitude,label,elevation
26.1665,91.7049,1,231.0
26.222,94.9152,1,1734.0
23.469722782309,96.43578694705556,0,180.0
24.11476643905047,89.85310475685137,0,13.0
25.6269,94.1139,1,1558.0
26.7103,94.693,1,688.0
24.95178179,94.20340026,1,910.0
27.128319400698967,95.88732606000612,0,1059.0
26.206469747657867,91.07942995283032,0,37.0
26.976914007919,93.20241251461408,0,188.0
26.8712,88.3052,1,1128.0
27.05880384,93.54136779,1,493.0
21.9634013319535,90.7828870164058,0,0.0
24.394234873213403,89.61955065152691,0,13.0
27.086000232977376,92.04972612220207,0,2417.0
25.9509658849228,95.67416206719072,0,217.0
26.60129149420925,90.19822545384368,0,77.0
27.267427013365676,94.37431524864658,0,95.0
26.015135864198196,91.62199648649514,0,406.0
26.136590442947224,92.07598494457928,0,52.0
23.542613665273237,90.26358019231137,0,4.0
21.705427403979726,88.84855787167878,0,0.0
23.20191044537605,93.4058096283816,0,1141.0
26.1407,91.7645,1,61.0
26.8836,88.2791,1,1527.0
26.1548,91.7351,1,55.0
25.6278,94.1051,1,1508.0
24.181506043278407,93.93952630092822,0,1166.0
26.7215,95.0283,1,704.0
28.8861247942081,90.22312254445636,0,5020.0
26.32980825093513,96.02069535357036,0,352.0
27.83104509985741,94.10461863765356,0,1093.0
23.888446798174137,90.5435381378434,0,2.0
25.6157,96.3167,1,277.0
28.064395785484628,92.72505545535368,0,5848.0
22.97758595,91.80439129,1,65.0
28.051588812198816,94.85557732503688,0,614.0
27.624756608944555,96.11030071334817,0,565.0
28.10756941,94.18315697,1,857.0
26.0214,94.5224,1,1603.0
22.72271414839708,93.70701105095029,0,889.0
24.042,92.6724,1,815.0
26.9599,88.268,1,1861.0
27.55015064330045,88.19024722950277,0,4223.0
27.0165,88.2476,1,2185.0
23.68233039673085,95.2022332538294,0,230.0
28.742691928634585,92.53875896584896,0,5033.0
25.789725859829776,97.31715196582311,0,306.0
26.1226,91.7162,1,122.0
25.7354,90.3852,1,334.0
26.14547804,91.79364785,1,73.0
25.5144,90.2167,1,327.0
27.514915939315216,90.86691880383698,0,3571.0
22.943328575686834,90.39424293399487,0,2.0
25.5265,93.8673,1,1354.0
27.82743132,93.62407259,1,994.0
24.7016,93.5291,1,664.0
25.7428,93.9136,1,452.0
22.719058766278323,87.99768616800722,0,8.0
21.670859637890963,93.5923158073396,0,2535.0
25.38792370653291,88.63083848505842,0,28.0
27.10647226,93.65975252,1,234.0
26.1475,91.7356,1,52.0
26.181606,91.772042,1,55.0
26.11613908,94.24222574,1,1384.0
24.8286,93.5935,1,777.0
27.0998,93.6287,1,402.0
25.77171292,93.93507183,1,871.0
22.3555,91.8205,1,28.0
26.33863861624179,90.44177765945372,0,38.0
27.255439993158763,93.02298437180008,0,934.0
26.37704729796104,93.82396501439985,0,129.0
26.53812304590171,91.82007780667789,0,64.0
27.0844941,93.60505989,1,291.0
27.61790706,93.84196894,1,1656.0
26.0093,94.5238,1,1828.0
26.57827775563269,93.47769736519518,0,251.0
22.83048888483131,96.03234862381876,0,370.0
25.178619,92.012806,1,12.0
23.44855117731219,95.43190752740978,0,163.0
26.88,88.28,1,1578.0
27.07671517,93.59755441,1,225.0
23.73504471,92.71060943,1,977.0
25.6623,94.1072,1,1394.0
27.89088095606079,90.57608326915418,0,5032.0
25.04706468848561,91.39414059972404,0,8.0
26.985442123850284,88.76373985867946,0,572.0
25.118398,92.853913,1,183.0
23.713441791778013,91.90868499386816,0,143.0
27.74986439688716,94.1063977045238,0,596.0
23.899976638390097,94.31539516271172,0,445.0
26.1833,91.8,1,67.0
22.423429363352817,89.10262380961566,0,2.0
25.8266,94.1497,1,1409.0
22.72111139814979,91.4307199273247,0,0.0
25.1796,93.0083,1,696.0
27.155646639032263,90.04531947519345,0,1591.0
24.4638,92.4943,1,90.0
28.38112477519057,97.1750520317887,0,3115.0
26.19037705,91.77306002,1,131.0
24.76714326895373,90.80006122342394,0,7.0
24.90403050164172,92.94994273211395,0,37.0
28.893234067085277,92.15438099285213,0,4475.0
22.734889750172396,94.15137886634902,0,207.0
25.6127,96.2961,1,354.0
21.84692029519337,96.97053173681005,0,791.0
23.255373076971487,89.93922533494104,0,3.0
23.911354896147493,87.87456473322887,0,32.0
26.822724160023323,91.22990137244754,0,343.0
26.535565655615983,88.5185970514797,0,93.0
25.4379,94.1162,1,1518.0
25.06657276,93.9310888,1,985.0
23.815103708816856,90.01061327382,0,6.0
25.61560252,94.11603493,1,1634.0
26.7225,95.0281,1,706.0
23.44653179858187,95.99149829020256,0,112.0
24.9786,93.5027,1,1295.0
22.3913,91.8177,1,16.0
24.3481,94.1146,1,995.0
25.5728,91.885,1,1496.0
24.6869,93.9157,1,772.0
24.77015517797856,90.54406771255984,0,17.0
22.917169031577835,94.15843740203177,0,401.0
29.16372833823632,89.50610081255336,0,4335.0
26.4205,94.9731,1,690.0
27.144289402312644,89.1462891106364,0,1541.0
27.02856666,89.57220662,1,2146.0
23.623730900183748,97.13658286288708,0,730.0
27.0638,88.4659,1,1166.0
26.61159595892804,90.69491447705174,0,77.0
25.4191,94.1079,1,1395.0
23.7527,92.694,1,793.0
23.74182634,92.7141905,1,929.0
24.837,93.9128,1,813.0
24.54165956572189,89.50423957819567,0,13.0
25.03766451069028,88.46237670740884,0,30.0
26.9071,87.9217,1,1183.0
29.2177661842727,95.74722139081751,0,3963.0
26.1985,91.7998,1,92.0
24.7679,93.4108,1,483.0
25.8143,90.5763,1,63.0
23.7131,92.7362,1,879.0
21.849178392778416,95.32278140846282,0,121.0
23.32076389926216,95.51485134178276,0,165.0
24.665055208485317,94.15775505336032,0,1182.0
22.238387741701867,96.00720601896008,0,66.0
23.19807165,94.29816252,1,111.0
25.900772871774265,95.69159053695832,0,204.0
26.49349035,91.72137514,1,62.0
23.795035178506147,89.13471600094095,0,10.0
29.47940738364972,96.73301225816888,0,4895.0
24.21988831,93.20266204,1,807.0
28.41482353624229,90.98414092661775,0,4720.0
25.6269,94.1139,1,1558.0
22.3513,91.8295,1,40.0
24.2451,94.0691,1,1349.0
26.7973,88.1389,1,562.0
28.213410300892846,96.82901127607454,0,3531.0
23.899,94.1434,1,269.0
25.487004037657563,95.87178878555834,0,243.0
26.2632687,94.81481951,1,1300.0
27.5003,90.5081,1,2133.0
27.0605,88.255,1,1979.0
27.5754,91.9754,1,2379.0
25.5772,91.8666,1,1469.0
28.06598041367644,94.237781646,0,1028.0
28.435847262078703,95.39730186100968,0,2030.0
21.88199557295081,90.72116658748634,0,5.0
27.163,94.0,1,95.0
21.90470663619905,93.13815553076353,0,649.0
25.4192,94.108,1,1400.0
25.1775,93.0123,1,646.0
24.33197035,91.8008536,1,39.0
24.83254076166832,90.13347311642347,0,14.0
25.670398502623858,95.2283927376825,0,959.0
27.2084,88.4909,1,350.0
22.59420297,92.16404889,1,50.0
25.67,94.1066,1,1408.0
23.7118,90.4077,1,18.0
24.7505,93.4221,1,772.0
28.704248285054064,89.231275545432,0,4830.0
25.30109075375044,90.17497267756,0,51.0
28.96607502394967,90.37244402307888,0,4564.0
22.6205,91.6591,1,8.0
26.765838527429445,97.28606150039556,0,1987.0
23.4002416115754,94.36072034522876,0,132.0
26.86093119995778,95.68789240300356,0,1366.0
25.890433963550684,95.8991420630391,0,254.0
25.4243,88.2746,1,29.0
24.124978847502728,90.27853918900816,0,17.0
24.5686881059772,93.14727124574055,0,495.0
22.071278694846512,95.81832224860558,0,146.0
22.797977696707605,91.45418274697847,0,5.0
24.00941851355993,94.86688708833124,0,160.0
25.6263,94.1057,1,1546.0
26.56636244,93.13195098,1,77.0
27.14182304820002,95.0236399701824,0,107.0
24.971771775385005,95.0436337573579,0,206.0
24.506937,91.588893,1,13.0
27.6047,88.6463,1,1634.0
26.85182222637025,90.10864495337924,0,1284.0
25.6183,96.2964,1,389.0
27.1344,88.4575,1,627.0
26.30329291853475,96.04784441916132,0,223.0
24.70412149,92.23034662,1,66.0
25.74282937756142,95.35267684271642,0,440.0
24.482815856810618,89.33983821742095,0,14.0
26.8928,89.4497,1,1537.0
21.649932292685165,88.21033193715907,0,4.0
27.54295099,88.59676956,1,1712.0
27.840155791047625,93.2895022005846,0,2662.0
27.81987731387803,87.94414517413787,0,5547.0
24.4136,91.7561,1,15.0
26.1964,91.7652,1,78.0
28.26298734881076,88.84971830469448,0,4760.0
23.754173861630203,92.2782957908776,0,385.0
27.70799929236996,95.97566362584116,0,333.0
23.873662603956515,89.30152920515842,0,10.0
27.6291,87.9436,1,4374.0
25.71114671787339,94.4485200706925,0,1169.0
26.016623807263706,89.02146168748801,0,47.0
22.447612497691694,97.44100579028914,0,689.0
23.7736,94.1201,1,232.0
27.3425,88.6236,1,2102.0
25.19358755241209,89.11628502613647,0,21.0
23.20997839359345,92.51071891687197,0,734.0
25.0821,91.7783,1,7.0
25.6566,96.3495,1,270.0
26.8905,88.2789,1,1458.0
23.54739142749636,88.568489981326,0,11.0
27.333014383602794,89.46004488752153,0,2650.0
26.1314,91.7548,1,81.0
28.1737,94.7596,1,610.0
25.1941,94.4481,1,1713.0
29.011440031416832,94.23487053517096,0,3226.0
25.7658,93.9413,1,796.0
27.3341,88.6083,1,1418.0
25.08303063,94.23757741,1,1672.0
28.0822,96.5316,1,543.0
29.2409,95.9761,1,4417.0
29.075595562383956,96.3166931122792,0,4114.0
26.1963,91.8074,1,196.0
25.640606728284723,92.04957081397067,0,1011.0
27.6603695085922,95.08435542319918,0,112.0
24.14633037756744,95.03557373612202,0,337.0
27.05374234,88.42572376,1,287.0
25.3908,94.0926,1,1314.0
27.0971,90.4032,1,1418.0
27.0875,88.6556,1,2185.0
25.6115,96.2907,1,364.0
26.89,88.47,1,406.0
28.206696935700133,94.19406094107252,0,1213.0
25.5007,93.9854,1,1437.0
22.100518951209345,89.48599141876642,0,6.0
27.581722364375132,93.64327015714971,0,1298.0
25.10402963694162,87.82595450924799,0,26.0
24.9667,93.55,1,585.0
26.149,91.7351,1,52.0
21.706241198289582,94.21225913319395,0,480.0
22.287342969215672,97.34640255024988,0,426.0
21.91919214288941,89.49018815363992,0,6.0
25.86472231364418,96.56810714413096,0,285.0
24.79591421,93.72386429,1,1007.0
26.1309,91.8383,1,96.0
25.606,96.275,1,386.0
26.16191611669136,91.0336117497874,0,41.0
24.277630122467592,95.39156285970188,0,277.0
25.7238,89.9032,1,30.0
27.3383,88.6069,1,1517.0
28.738707826721416,91.87539212240225,0,5271.0
28.129658488019665,93.96517552918402,0,1706.0
27.776955394326027,92.3849089552244,0,5301.0
22.9231,96.5016,1,1130.0
25.4477,94.0489,1,1287.0
24.299682749761477,97.49910593653934,0,985.0
27.0678,88.456,1,1087.0
28.993236701699956,90.3896848738764,0,4567.0
23.83007431224822,93.55996859265976,0,1103.0
22.10797182274448,94.73564263897984,0,150.0
23.5397,93.3783,1,1582.0
22.9,96.48,1,1186.0
22.3605,91.8236,1,21.0
23.8447,93.0514,1,1053.0
26.1844,91.7896,1,64.0
27.5205,89.7466,1,2548.0
22.64753,92.15455,1,64.0
27.0087,88.443,1,361.0
22.22106700596975,94.90388974901062,0,168.0
29.309648263447706,96.18667525333365,0,5034.0
25.792578466152477,87.93501095447874,0,36.0
23.2135412896712,89.54855035190539,0,13.0
27.2948,87.9377,1,2029.0
27.21898773,89.5187916,1,2152.0
26.8727,94.9275,1,128.0
25.5718,94.1211,1,1649.0
22.600522825416636,89.9974675513787,0,2.0
28.80789579585357,92.94926802491702,0,4935.0
24.1077,94.0396,1,1253.0
22.82035784962807,91.72187169063508,0,13.0
27.1758,88.5294,1,306.0
24.4072,94.0644,1,1148.0
25.623005841675248,87.95942291639717,0,31.0
25.697094952868863,97.27308812196566,0,560.0
24.7625,93.4341,1,681.0
23.728361157335524,91.89225190639372,0,117.0
27.092916,93.61882043,1,346.0
26.7903,88.11,1,658.0
24.884059887921303,92.21358116318967,0,22.0
26.8597,89.3903,1,302.0
28.97398714946016,91.82494150844803,0,4175.0
26.627694388638464,90.38820434253968,0,82.0
27.3746,88.7648,1,3751.0
27.167,88.3652,1,1516.0
23.71014860604948,94.60148237822236,0,343.0
25.002066194473866,90.20311411890336,0,16.0
25.12915005511114,89.11594127245147,0,21.0
29.491218665834708,93.49329590741736,0,5143.0
25.5006,90.0896,1,48.0
22.2092,92.1868,1,92.0
22.344,91.8188,1,46.0
26.026,97.3715,1,443.0
27.08168565,93.60815652,1,293.0
24.6596,93.9784,1,777.0
25.30503222354456,90.91880959994016,0,376.0
27.8997,93.3497,1,872.0
26.401218582094103,96.44683148036124,0,226.0
26.91877829480327,90.82598527062854,0,1182.0
27.3543,88.6428,1,2126.0
29.195288817542693,88.68587080032056,0,4125.0
23.176056246171903,91.39075538103376,0,16.0
25.0604,93.9877,1,1485.0
29.247189002491798,94.79428858383764,0,3291.0
23.595642099474787,93.9799997598234,0,682.0
26.84850975,88.26181745,1,953.0
26.71469963718888,95.65521440167032,0,875.0
26.0101,94.5282,1,1701.0
26.09849544142916,93.34765011580215,0,420.0
23.3976456154206,92.4871181922744,0,410.0
22.2009,92.2168,1,37.0
26.40858624428372,95.7387405375445,0,1132.0
26.51956833362472,88.86359656440139,0,82.0
27.0375,88.2627,1,2050.0
24.71293803610048,92.44612453668412,0,10.0
26.5836,93.0038,1,68.0
23.414379698621204,93.70605517069508,0,1221.0
27.6163,88.6586,1,1875.0
27.4373,90.4678,1,1578.0
21.761730294840376,97.02975879619628,0,769.0
22.35037081,91.83258101,1,47.0
23.861846031066158,97.4291128231809,0,1234.0
24.5202,92.7239,1,39.0
21.901747081125126,92.82419017930428,0,248.0
28.39688010889653,96.7352756146734,0,3954.0
26.1062,91.8717,1,247.0
28.36186475520282,94.3002950423555,0,3742.0
29.284926111834963,93.0014124871106,0,4857.0
24.841551678747845,94.68213992721866,0,1214.0
27.936701152164492,97.18251654881033,0,3650.0
21.7568019512323,90.02176629805182,0,0.0
26.1619,91.7697,1,55.0
24.8142,93.5444,1,562.0
27.02459801,88.43849551,1,447.0
24.7543,93.5039,1,422.0
27.5509,88.6475,1,1486.0
29.296372817005665,95.99800506488508,0,4169.0
26.8692,88.4695,1,202.0
26.9282,88.4553,1,163.0
25.02244967816541,96.2796466283268,0,196.0
22.24584081362942,95.86818731820608,0,109.0
22.9167,93.6833,1,1555.0
25.1622,92.0104,1,13.0
23.700127996463625,88.4371176632051,0,10.0
25.90671205602136,89.33626818891075,0,37.0
26.8016,88.0499,1,776.0
26.32602071152993,93.09748340441824,0,141.0
25.8702,94.7844,1,1129.0
27.1499,88.38,1,1099.0
28.611,94.9829,1,1610.0
25.7713,93.8067,1,235.0
26.908,87.9258,1,1177.0
26.2753,94.6654,1,1115.0
26.99195749,88.42280921,1,322.0
29.37075481211737,88.97423413115295,0,3827.0
25.8782,94.1739,1,1357.0
26.918543562181863,96.92152760608278,0,1156.0
23.390150791573795,95.70585895577514,0,226.0
25.53070951828657,88.85782389703729,0,32.0
26.633635737865745,94.2288567592012,0,103.0
26.17342075567177,88.35450314720258,0,60.0
21.87693100339788,88.6818212980858,0,0.0
26.442705455408245,89.32687600193938,0,50.0
27.296680008744413,92.49672629596328,0,2056.0
23.27277120378024,88.70261750038031,0,10.0
27.3034,93.804,1,768.0
22.005736329281564,89.9472618407177,0,2.0
25.503777416943404,96.9439595352172,0,1184.0
27.04357147,88.26522126,1,2077.0
25.502098772449703,94.62561125481184,0,1544.0
23.65637182,93.02746602,1,531.0
23.261739075612475,90.0321129061868,0,4.0
25.0634,94.3415,1,1742.0
26.8826,88.2806,1,1593.0
23.895030017599822,95.72591011061998,0,197.0
26.373048045335903,94.08594323689196,0,103.0
28.803439027873345,97.42489425213364,0,3906.0
24.53283091350512,88.28776094483969,0,16.0
22.59420297,92.16404889,1,50.0
27.06992579,93.6146564,1,204.0
26.74452462,88.40011959,1,130.0
28.267138213867508,88.79512039795956,0,4761.0
23.949648241040705,94.51033540636344,0,248.0
24.3527,94.3429,1,285.0
27.0366,88.263,1,2098.0
23.22018453061997,94.7921471915787,0,480.0
25.63961883,94.11112157,1,1499.0
23.7348,92.7187,1,1043.0
22.037066465093183,96.75295484662352,0,178.0
22.82431332595247,95.64772408050122,0,135.0
25.722172047093792,94.85417741765184,0,458.0
25.83,94.13,1,1006.0
25.3098633,94.48214677,1,1559.0
22.6461,97.3193,1,483.0
25.088908382665053,89.64502641187588,0,17.0
28.36724901104141,87.82750484935616,0,4374.0
22.85753116958444,95.52144017322976,0,110.0
24.016137257361343,92.21181131343675,0,58.0
23.205234498136324,88.51062899466643,0,9.0
23.188201562443144,89.81554268648844,0,2.0
21.9907,92.4951,1,795.0
28.82204726994528,93.24565160782382,0,4525.0
28.8254,96.1509,1,3620.0
22.2144,92.235,1,42.0
26.1868,91.6739,1,50.0
23.7281,92.7175,1,1080.0
27.5798729,91.85672387,1,2758.0
28.3223418983646,94.60726035989684,0,971.0
25.1333,93.9667,1,1009.0
23.725943,92.7178,1,1062.0
22.41626297103118,95.05487882396628,0,126.0
27.593,88.492,1,3257.0
27.5161,88.5575,1,1325.0
25.2946,92.8339,1,872.0
25.925789127078527,88.83824898378136,0,47.0
28.92138208675558,93.12743049912773,0,4766.0
25.481623,93.141692,1,160.0
28.93278893011693,87.98892440114257,0,4430.0
27.583849,91.876945,1,2746.0
24.577545991738763,89.73240489135625,0,15.0
25.73318099,93.99655231,1,973.0
24.9007,91.8644,1,19.0
23.078174422591864,89.22050891729363,0,15.0
21.73219855957372,92.02760896765236,0,2.0
23.128778498619624,94.76083821524634,0,307.0
29.261477814468616,90.93575572687716,0,3598.0
22.5333,89.4,1,1.0
25.39306202691401,94.3813166711733,0,902.0
27.097869479805738,94.4801765147573,0,93.0
25.1472,91.7483,1,15.0
22.38686316232012,92.23400208137356,0,95.0
24.67323553213302,97.09427653059718,0,334.0
23.7269,92.7265,1,898.0
26.02743213564559,90.4624596877288,0,38.0
29.08450062221625,87.89846581005517,0,4139.0
26.03056875809101,96.23766825340346,0,851.0
22.92854252937971,97.21288592691562,0,1211.0
23.24371632725203,93.27050494472118,0,1349.0
27.339,88.6065,1,1487.0
21.745256787047246,93.94176852275848,0,832.0
25.883497705085585,90.71921378328598,0,298.0
28.41397499865133,93.85786126058638,0,1570.0
23.180612306718032,96.5195689743068,0,183.0
27.059,88.4694,1,1189.0
23.31986530786044,89.68294050748341,0,4.0
27.5138,87.8086,1,2170.0
27.478,88.527,1,771.0
27.8385,88.556,1,3832.0
25.426,94.6024,1,1311.0
25.5212,90.232,1,583.0
25.93632596339545,96.2789343670067,0,863.0
21.7255003642252,91.43665293215234,0,0.0
26.9978,88.167,1,2158.0
29.06154831650569,90.59571261500612,0,5079.0
26.3312531,94.55427723,1,1332.0
27.410197377035864,95.8409020370763,0,153.0
23.473020061551868,90.3693376150311,0,7.0
23.094885458900265,97.01123380734508,0,1054.0
25.35478263898993,95.79949118166137,0,165.0
25.25212484025802,95.64365154958062,0,253.0
22.465247078018447,90.23861565914912,0,8.0
24.9111,94.4759,1,1804.0
26.90298048,88.29518925,1,1789.0
27.2743,92.9064,1,695.0
24.32420539,93.15020652,1,565.0
27.0076,88.251,1,2273.0
26.888,88.2796,1,1520.0
25.660517,94.104931,1,1452.0
25.06466676,94.27420555,1,1126.0
26.7914,88.363,1,162.0
24.004,93.9815,1,1496.0
23.254566073258268,91.67418489986186,0,66.0
25.181453,93.118105,1,593.0
26.87324244,88.29184021,1,1622.0
27.104022,93.61156568,1,287.0
24.0896,91.4663,1,107.0
25.907233,91.881892,1,577.0
29.080721602603024,94.97886626320008,0,1343.0
22.1334,96.4669,1,1293.0
28.682583068819817,93.47048410516834,0,4917.0
24.017423046387822,96.30076597678487,0,90.0
26.66354481,94.62220277,1,340.0
26.7969,89.591,1,1552.0
28.8254,96.1517,1,3589.0
25.61919207,92.7094701,1,585.0
29.32274023561637,93.0813188563768,0,5185.0
23.04503830662167,88.02954501660408,0,20.0
27.769793,93.50995626,1,796.0
22.533,92.899,1,793.0
26.1468,91.6469,1,52.0
27.0599,88.4674,1,1248.0
25.2568,92.3825,1,802.0
27.1176,88.1069,1,2018.0
26.1498,94.6055,1,1721.0
24.82767572,93.51825,1,459.0
22.087925726131605,96.62409804241771,0,748.0
25.203,90.5573,1,128.0
25.9703,91.8584,1,299.0
27.05159849839242,90.04323635336341,0,1235.0
28.709446606626035,92.38990600332046,0,4810.0
25.03561729,94.0144205,1,873.0
23.285685905190583,90.46778438818046,0,5.0
22.65242372,92.15898865,1,56.0
29.4903,90.9352,1,3606.0
27.07083400392404,89.68602179637517,0,3706.0
